,Unnamed: 0,ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,ConvertedCompYearly
4927,70668,70669,I am a developer by profession,Employed full-time,Sri Lanka,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School;Online Forum;Online Courses or Certification;Books / Physical media,15,5,"Developer, front-end;Developer, full-stack;Developer, back-end",20 to 99 employees,LKR	Sri Lankan rupee,450000.0,Monthly,HTML/CSS;Java;JavaScript;PHP;Python;SQL,Go;HTML/CSS;Java;JavaScript;Matlab;PHP;Python;R;SQL,Elasticsearch;Firebase;Microsoft SQL Server;MongoDB;MySQL;Oracle;Redis,Elasticsearch;Firebase;Microsoft SQL Server;MySQL,AWS;Google Cloud Platform;Microsoft Azure,AWS,Angular;Angular.js;jQuery;React.js,React.js,React Native,React Native,Docker;Git;Yarn,Git,Android Studio;Eclipse;IntelliJ;NetBeans;Notepad++;Visual Studio Code;Xcode,Notepad++;Visual Studio Code,MacOS,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Panic,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",Yes,25-34 years old,Woman,No,Straight / Heterosexual,South Asian,None of the above,None of the above,29676.0
4931,70683,70684,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Australia,,,"Professional degree (JD, MD, etc.)",05 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Colleague;Books / Physical media",30,15,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",AUD	Australian dollar,,,HTML/CSS;JavaScript;PHP;Python;SQL,HTML/CSS;JavaScript;PHP;Python;SQL;Swift,MariaDB,MariaDB,DigitalOcean;Microsoft Azure,DigitalOcean;Microsoft Azure,Drupal;jQuery,Drupal;Vue.js,,,Git,Git;Yarn,Vim;Visual Studio Code,Vim;Visual Studio Code;Xcode,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",Yes,45-54 years old,Woman,No,Gay or Lesbian,Southeast Asian;East Asian,None of the above,"I have a concentration and/or memory disorder (e.g. ADHD);I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder",
4932,70694,70695,I am a developer by profession,Employed full-time,"Iran, Islamic Republic of...",,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Books / Physical media",8,2,"Developer, mobile;Developer, front-end","1,000 to 4,999 employees",IRR	Iranian rial,1300000000.0,Yearly,JavaScript,JavaScript,,,,,React.js,React.js,React Native,React Native,Git;Yarn,Flow;Git;Yarn,Visual Studio Code;Webstorm,Visual Studio Code;Webstorm,MacOS,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Woman,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,30875.0
4934,70713,70714,I am a developer by profession,Employed full-time,France,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Colleague",5,2,"Developer, back-end",10 to 19 employees,EUR European Euro,28000.0,Yearly,C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL,,Elasticsearch;MongoDB;MySQL;Oracle;PostgreSQL,,,,Angular;Angular.js;jQuery;Symfony,,,,Git;Unity 3D,,Android Studio;Eclipse;NetBeans;PHPStorm;Visual Studio;Visual Studio Code,,Linux-based,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,Stack Overflow,Less than once per month or monthly,Yes,A few times per month or weekly,"No, not really",No,18-24 years old,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,30267.0
4935,70722,70723,I am a student who is learning to code,"Student, full-time",India,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification",Less than 1 year,,,,,,,C;C++;HTML/CSS;JavaScript;Node.js;Python,C++;HTML/CSS;JavaScript;Node.js;TypeScript,MongoDB,Firebase;MongoDB,Heroku,,Express;jQuery;React.js,Express;jQuery;React.js,NumPy,,Git,,Atom;IPython/Jupyter;Sublime Text;Visual Studio Code,Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Panic,Stack Overflow,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Neutral,No,18-24 years old,Woman,No,Straight / Heterosexual,South Asian,None of the above,None of the above,
4937,70739,70740,I am a student who is learning to code,"Student, full-time",Egypt,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Friend or family member",4,,,,,,,Assembly;Bash/Shell;C;C#;C++;Java;JavaScript;Matlab;Python;R;SQL,Bash/Shell;C;C++;Java;Kotlin;Objective-C;Python;Swift,Firebase;MySQL;Oracle;SQLite,Firebase,Google Cloud Platform;Microsoft Azure,Google Cloud Platform,ASP.NET,,.NET Framework;Keras;NumPy;Pandas;TensorFlow;Torch/PyTorch,Qt,Docker;Git;Unity 3D,Git;Unity 3D,Android Studio;Atom;Eclipse;IntelliJ;IPython/Jupyter;NetBeans;PyCharm;RStudio;Visual Studio;Visual Studio Code,Android Studio;Atom;IntelliJ;PyCharm;Xcode,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games;Panic,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"Yes, definitely",No,18-24 years old,Woman,No,Straight / Heterosexual,Middle Eastern,None of the above,I have a concentration and/or memory disorder (e.g. ADHD),
4939,70758,70759,I code primarily as a hobby,"Student, full-time",United States of America,California,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",05 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Books / Physical media",16,,,,,,,Elixir;Erlang;HTML/CSS;JavaScript;Julia;R;SQL,Elixir;Erlang;HTML/CSS;SQL,PostgreSQL,PostgreSQL,DigitalOcean,DigitalOcean,,,,,Git,Git,Visual Studio Code,Visual Studio Code,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",No,18-24 years old,"Non-binary, genderqueer, or gender non-conforming",Yes,Bisexual;Queer,White or of European descent,None of the above,None of the above,
4940,70767,70768,I code primarily as a hobby,"Not employed, but looking for work",Australia,,,Some college/university study without earning a degree,25 - 34 years,Coding Bootcamp;Online Forum;Books / Physical media,2,,"Developer, back-end;System administrator",,,,,C++;HTML/CSS;JavaScript;Node.js;Python;SQL,Python,Cassandra;Firebase;MongoDB;MySQL;Oracle;PostgreSQL,Oracle;PostgreSQL,AWS;Google Cloud Platform,AWS;Google Cloud Platform,Express;FastAPI;Gatsby;jQuery,Express,.NET Framework;Keras,.NET Core / .NET 5;Apache Spark;Keras;TensorFlow,Docker;Flow,Git;Kubernetes;Terraform,Android Studio;IPython/Jupyter,Android Studio;IPython/Jupyter;Webstorm;Xcode,Linux-based,Go for a walk or other physical activity;Google it;Do other work and come back later;Meditate;Play games;Visit another developer community (please name):,Stack Overflow;Stack Exchange,Less than once per month or monthly,Yes,I have never participated in Q&A on Stack Overflow,"Yes, definitely",Yes,25-34 years old,Woman,No,Bisexual,White or of European descent,None of the above,I have a concentration and/or memory disorder (e.g. ADHD),
4941,70769,70770,I am a developer by profession,Employed full-time,Sweden,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Other (please specify):;Books / Physical media",7,4,"Developer, full-stack","10,000 or more employees",SEK	Swedish krona,30000.0,Monthly,C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,C#;HTML/CSS;PowerShell;SQL;TypeScript,Microsoft SQL Server;PostgreSQL;SQLite,PostgreSQL;SQLite,Microsoft Azure,Microsoft Azure,ASP.NET;ASP.NET Core ;jQuery,ASP.NET Core ;Vue.js,.NET Framework;.NET Core / .NET 5,.NET Core / .NET 5;TensorFlow,Docker;Git;Kubernetes;Unity 3D;Yarn,Git;Unity 3D,Notepad++;Rider;Visual Studio,Notepad++;Rider,Windows,Call a coworker or friend;Go for a walk or other physical activity;Google it;Do other work and come back later;Panic,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,A few times per month or weekly,"No, not really",No,18-24 years old,"Non-binary, genderqueer, or gender non-conforming",No,Prefer to self-describe:;Queer,"White or of European descent;Or, in your own words:",None of the above,"I have a concentration and/or memory disorder (e.g. ADHD);I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have autism / an autism spectrum disorder (e.g. Asperger's)",36816.0
4942,70776,70777,I am a developer by profession,Employed full-time,China,,,"Professional degree (JD, MD, etc.)",05 - 10 years,Colleague,6,6,"Engineer, data",100 to 499 employees,AMD	Armenian dram,,Yearly,C#;C++;Java,,IBM DB2;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis,,,,ASP.NET;ASP.NET Core ;jQuery;Spring;Vue.js,,.NET Framework;.NET Core / .NET 5;Apache Spark;Hadoop,,Git,,,,Windows,,Stack Overflow,Less than once per month or monthly,Yes,Multiple times per day,"No, not really",Yes,Under 18 years old,Man;Woman,Yes,Bisexual,Biracial,I am deaf / hard of hearing,"I have a mood or emotional disorder (e.g. depression, bipolar disorder)",
4943,70780,70781,I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,,Scotland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",05 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Friend or family member;Books / Physical media",15,4,"Developer, back-end;DevOps specialist",500 to 999 employees,GBP	Pound sterling,56000.0,Yearly,Go;Python;Ruby;TypeScript,Go;Python;TypeScript,PostgreSQL;Redis;SQLite,,AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure,AWS;Google Cloud Platform,Flask;Svelte,Flask;Svelte,,,Ansible;Chef;Docker;Git;Kubernetes;Terraform,Ansible;Docker;Git;Kubernetes;Terraform,IntelliJ;PyCharm;Vim;Visual Studio Code,Visual Studio Code,MacOS,Go for a walk or other physical activity;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",No,25-34 years old,"Non-binary, genderqueer, or gender non-conforming",Yes,Bisexual;Queer,White or of European descent,None of the above,None of the above,72385.0
4947,70800,70801,I am a developer by profession,Employed full-time,India,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,Other (please specify):,6,5,"Developer, full-stack",20 to 99 employees,INR	Indian rupee,,,HTML/CSS;JavaScript;PHP;SQL,HTML/CSS;JavaScript;PHP;SQL,MongoDB;MySQL;Oracle;PostgreSQL,MongoDB;MySQL;Oracle;PostgreSQL,,,Angular;Angular.js;jQuery;Laravel;Vue.js,Angular;Angular.js;jQuery;Laravel;Vue.js,,,Git,Git,Visual Studio Code,Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",Yes,25-34 years old,Woman,No,,South Asian,None of the above,None of the above,
4948,70802,70803,I am a developer by profession,Employed full-time,Israel,,,"Associate degree (A.A., A.S., etc.)",18 - 24 years,Colleague,5,3,"Other (please specify):;Developer, embedded applications or devices","5,000 to 9,999 employees",ILS	Israeli new shekel,136080.0,Yearly,C;C++;Perl;PowerShell,C;C++;Java;PowerShell;Python,,,,,,,,,,,Emacs;Vim,Emacs;Vim,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,A few times per month or weekly,"Yes, somewhat",Yes,18-24 years old,Woman,No,Prefer to self-describe:,"White or of European descent;Or, in your own words:",None of the above,None of the above,39715.0
4950,70841,70842,I am a student who is learning to code,Employed part-time,France,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification",6,,Other (please specify):;Student,,,,,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;SQL;TypeScript,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;Python;TypeScript,Elasticsearch;Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;SQLite,MariaDB,Google Cloud Platform;IBM Cloud or Watson;Microsoft Azure,IBM Cloud or Watson,Angular;Angular.js;ASP.NET;jQuery;Vue.js,Vue.js,.NET Framework;.NET Core / .NET 5;Apache Spark,,Docker;Git;Kubernetes,Docker;Git,Android Studio;IntelliJ;PHPStorm;Visual Studio Code;Webstorm,IntelliJ;Visual Studio Code;Webstorm,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it;Meditate;Play games;Panic,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Neutral,Yes,18-24 years old,Woman,Yes,Bisexual,White or of European descent,None of the above,I have autism / an autism spectrum disorder (e.g. Asperger's),
4952,70852,70853,I am a developer by profession,Employed full-time,India,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,Online Courses or Certification,11,5,"Developer, full-stack;Data scientist or machine learning specialist",100 to 499 employees,INR	Indian rupee,,Monthly,HTML/CSS;JavaScript;Python;SQL,HTML/CSS;JavaScript;Python;SQL,Microsoft SQL Server;MySQL;Oracle;SQLite,Microsoft SQL Server;MySQL;Oracle,,,jQuery,jQuery,NumPy;Pandas,NumPy;Pandas,Git,Git,Sublime Text;Visual Studio Code,Visual Studio Code,Windows,Visit Stack Overflow,Stack Overflow,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Neutral,No,25-34 years old,Woman,No,,,None of the above,None of the above,
4953,70871,70872,"I used to be a developer by profession, but no longer am",Retired,United Kingdom of Great Britain and Northern Ireland,,England,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,Other (please specify):;Colleague,More than 50 years,20,,,,,,HTML/CSS;JavaScript;PHP,HTML/CSS;JavaScript;PHP,,,,,,,,,,,Notepad++,Notepad++,Linux-based,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Multiple times per day,"Yes, somewhat",No,65 years or older,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,
4956,70900,70901,I am a developer by profession,Employed full-time,Croatia,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification",6,1,"Developer, front-end",20 to 99 employees,HRK	Croatian kuna,5500.0,Monthly,HTML/CSS;JavaScript;PHP;SQL,HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript,MariaDB;MySQL,Firebase;MariaDB;MySQL,,,jQuery;Laravel;React.js,Express;jQuery;Laravel;React.js;Vue.js,,,Git,Docker;Git,Sublime Text;Visual Studio Code,Sublime Text;Visual Studio Code,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",No,25-34 years old,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,9576.0
4957,70902,70903,I am a developer by profession,Employed full-time,Russian Federation,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Other (please specify):;Colleague;Books / Physical media",7,3,"Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Student;Developer, QA or test;DevOps specialist","1,000 to 4,999 employees",RUB	Russian ruble,165000.0,Monthly,Bash/Shell;C#;C++;Groovy;Haskell;HTML/CSS;JavaScript;PowerShell;Python;SQL;Swift,Bash/Shell;HTML/CSS;JavaScript;PowerShell;Python,Elasticsearch;Microsoft SQL Server;MongoDB;MySQL,Elasticsearch;MongoDB,Microsoft Azure,,Django;Flask;jQuery,Django;Flask;jQuery;Vue.js,.NET Framework;NumPy;Qt,,Docker;Git,Docker;Git;Kubernetes,Android Studio;Atom;IntelliJ;Notepad++;PyCharm;Rider;Sublime Text;Vim;Visual Studio;Visual Studio Code;Webstorm;Xcode,IntelliJ;Notepad++;PyCharm;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it,Stack Overflow,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",No,18-24 years old,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,31140.0
4958,70977,70978,I am a student who is learning to code,"Student, full-time",Netherlands,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18 - 24 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Books / Physical media",2,,,,,,,C#;Haskell;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript,C#;Python;SQL,Microsoft SQL Server;MySQL;PostgreSQL,Microsoft SQL Server;MySQL;PostgreSQL,Microsoft Azure,Microsoft Azure,Angular;Angular.js;ASP.NET;ASP.NET Core ;Express;jQuery;React.js,,.NET Framework;.NET Core / .NET 5,,,,Visual Studio;Visual Studio Code,Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Neutral,No,18-24 years old,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,
4959,70990,70991,I am a student who is learning to code,"Student, full-time",Netherlands,,,"Associate degree (A.A., A.S., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Friend or family member",8,,,,,,,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript,Assembly;C;Java;Python,MariaDB;MySQL,Firebase;SQLite,,,Angular;Express;jQuery;Laravel,React.js;Vue.js,,,Git,Kubernetes,PHPStorm;Sublime Text;Vim,Vim;Visual Studio,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,Neutral,Yes,18-24 years old,"Or, in your own words:","Or, in your own words:",Bisexual,White or of European descent,None of the above,None of the above,
4961,71005,71006,I am a student who is learning to code,Employed part-time,India,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",05 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Books / Physical media",5,,Student,,,,,C;C++;HTML/CSS;Java;Matlab;PHP;Python;SQL,JavaScript;Node.js,MongoDB;MySQL;Oracle,Firebase;Microsoft SQL Server;PostgreSQL;SQLite,Microsoft Azure,AWS;Oracle Cloud Infrastructure,Express;Flask;React.js,Angular;Angular.js;Django;Express;React.js;Ruby on Rails,.NET Framework;Flutter;Hadoop;Keras;NumPy;Pandas;Qt;TensorFlow;Torch/PyTorch,Hadoop;Keras;React Native;TensorFlow;Torch/PyTorch,Git,Git;Yarn,Android Studio;Eclipse;IPython/Jupyter;NetBeans;Notepad++;PHPStorm;PyCharm;Sublime Text;Visual Studio;Visual Studio Code;Xcode,IPython/Jupyter;PyCharm;Sublime Text;Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Visit another developer community (please name):,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",No,18-24 years old,Woman,No,Straight / Heterosexual,Prefer not to say,None of the above,Prefer not to say,
4962,71006,71007,I am a developer by profession,Employed full-time,France,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School,10,8,"Developer, full-stack",20 to 99 employees,EUR European Euro,6000.0,Monthly,C#;HTML/CSS;PHP;TypeScript,C#;HTML/CSS;TypeScript,Oracle,Microsoft SQL Server;PostgreSQL,Oracle Cloud Infrastructure,AWS;Microsoft Azure,ASP.NET Core ;React.js,ASP.NET Core ;React.js,.NET Framework;.NET Core / .NET 5,.NET Core / .NET 5,Docker;Git,Docker;Git,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Google it,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,Yes,25-34 years old,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,77832.0
4963,71012,71013,I am a developer by profession,Employed full-time,United Arab Emirates,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc)",11,7,"Developer, full-stack",2 to 9 employees,AED United Arab Emirates dirham,6000.0,Monthly,Go;Groovy;HTML/CSS;Java;JavaScript;Python;SQL,,MySQL,,AWS;DigitalOcean,,Angular;Angular.js;Django;Spring,,,,Docker;Git,,Eclipse;NetBeans;Notepad++;PyCharm;Sublime Text,,Linux-based,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, definitely",Yes,25-34 years old,Woman,No,,South Asian,None of the above,None of the above,19596.0
4965,71028,71029,I am a developer by profession,Employed full-time,India,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",05 - 10 years,School,12,6,"Developer, front-end",500 to 999 employees,INR	Indian rupee,1450000.0,Yearly,HTML/CSS;JavaScript;PHP;TypeScript,HTML/CSS;JavaScript;TypeScript,,,,,Angular,Angular;jQuery,,,,,PHPStorm;Visual Studio Code,Visual Studio Code,MacOS,Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Woman,No,,Southeast Asian,None of the above,None of the above,20244.0
4967,71064,71065,I am a developer by profession,Employed full-time,India,,,Something else,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification;Colleague",14,7,"Developer, back-end",2 to 9 employees,INR	Indian rupee,,,HTML/CSS;Java;JavaScript;PHP;SQL,HTML/CSS;JavaScript;PHP;SQL,MySQL,MySQL,,,jQuery;Spring,jQuery,,,,,Eclipse;Notepad++,Notepad++,Windows,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,25-34 years old,Woman,,,South Asian,None of the above,None of the above,
4968,71068,71069,I am a student who is learning to code,"Student, full-time",Kenya,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification",4,,,,,,,HTML/CSS;PHP;Python;SQL,Assembly;JavaScript;PHP;Python;SQL,MariaDB;MySQL;Oracle,Firebase;MariaDB;Microsoft SQL Server;MySQL,Google Cloud Platform;Microsoft Azure,DigitalOcean;Google Cloud Platform;Microsoft Azure,,,NumPy;Pandas,Keras;NumPy;Pandas;TensorFlow,Git,Git,Eclipse;IPython/Jupyter;PyCharm;Sublime Text;Visual Studio,IPython/Jupyter;Visual Studio,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,A few times per month or weekly,"Yes, somewhat",Yes,18-24 years old,Woman,No,Straight / Heterosexual,Black or of African descent,None of the above,None of the above,
4971,71177,71178,I am a developer by profession,Employed full-time,Sweden,,,Some college/university study without earning a degree,35 - 44 years,Friend or family member;Books / Physical media,27,16,"Developer, full-stack;Developer, back-end","1,000 to 4,999 employees",SEK	Swedish krona,57204.0,Monthly,C#;TypeScript,C#;Python,Microsoft SQL Server,,Microsoft Azure,Microsoft Azure,ASP.NET;ASP.NET Core ;React.js,ASP.NET Core ,.NET Framework;.NET Core / .NET 5,.NET Core / .NET 5,,,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Less than once per month or monthly,Yes,Less than once per month or monthly,Neutral,No,35-44 years old,"Man;Non-binary, genderqueer, or gender non-conforming",No,Bisexual;Queer,White or of European descent,None of the above,None of the above,70212.0
4973,71182,71183,I am a developer by profession,Employed full-time,Sweden,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",05 - 10 years,"Other online resources (ex: videos, blogs, etc);Books / Physical media",20,6,"Developer, game or graphics;Designer;Engineering manager",20 to 99 employees,SEK	Swedish krona,48000.0,Monthly,C;C++;LISP;Objective-C;Python;Swift,C;C#;C++;Erlang;HTML/CSS;LISP;Python;Swift,SQLite,,,,,,,,Git;Unity 3D,Git;Unity 3D;Unreal Engine,Emacs;Vim;Visual Studio Code;Xcode,Emacs;Vim;Xcode,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,Neutral,Yes,25-34 years old,"Non-binary, genderqueer, or gender non-conforming",Prefer not to say,Bisexual;Queer,White or of European descent,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder;I have autism / an autism spectrum disorder (e.g. Asperger's)",58908.0
4974,71187,71188,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Singapore,,,Some college/university study without earning a degree,0 - 4 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Books / Physical media",3,Less than 1 year,Data or business analyst,"1,000 to 4,999 employees",SGD	Singapore dollar,,Monthly,Assembly;C#;Java;JavaScript;Python;SQL,Java;Python;SQL,Firebase;MySQL;PostgreSQL,MySQL,,,Angular.js;ASP.NET Core ,,,,,,Eclipse;Notepad++;Visual Studio Code,Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Panic,Stack Overflow,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",No,18-24 years old,Woman,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,
